"Category1","Annual_Income","Age","Purchased","Transaction_Date"
"Segment_2",76.22,64,"Yes",2023-02-02
"Segment_4",80.2,48,"No",2023-04-03
"Segment_5",68.69,57,"No",2023-07-28
"Segment_1",39.02,19,"Yes",2023-09-08
"Segment_3",67.71,26,"No",2023-08-31
"Segment_5",58.53,62,"Yes",2023-01-06
"Segment_1",54.62,32,"No",2023-10-02
"Segment_4",72.71,62,"Yes",2023-05-22
"Segment_3",61.81,61,"Yes",2023-07-16
"Segment_5",52.16,21,"No",2023-08-03
"Segment_5",57.25,47,"No",2023-01-02
"Segment_3",52.84,57,"Yes",2023-08-03
"Segment_1",65.55,30,"No",2023-02-12
"Segment_3",40.21,69,"No",2023-06-09
"Segment_2",66.39,55,"Yes",2023-10-24
"Segment_3",74.36,70,"Yes",2023-12-14
"Segment_5",51.55,67,"No",2023-01-09
"Segment_5",44.15,61,"Yes",2023-11-08
"Segment_2",46.04,58,"No",2023-11-30
"Segment_2",69.05,58,"No",2023-07-22
"Segment_2",44.51,62,"No",2023-01-10
"Segment_1",76.85,63,"No",2023-01-22
"Segment_3",30.69,69,"No",2023-02-17
"Segment_5",49.33,48,"Yes",2023-12-11
"Segment_3",43.99,51,"Yes",2023-04-08
"Segment_2",59.84,29,"No",2023-06-08
"Segment_4",45.95,65,"Yes",2023-05-01
"Segment_2",71.06,34,"No",2023-08-23
"Segment_4",83.62,66,"No",2023-02-03
"Segment_5",68.45,28,"No",2023-10-02
"Segment_1",74.79,68,"Yes",2023-11-21
"Segment_3",58.04,26,"Yes",2023-12-22
"Segment_5",32.31,35,"No",2023-02-26
"Segment_2",62.15,35,"Yes",2023-05-31
"Segment_1",80.92,42,"No",2023-09-19
"Segment_3",71.51,55,"Yes",2023-05-27
"Segment_5",12.3,20,"No",2023-02-20
"Segment_2",44.45,24,"No",2023-03-08
"Segment_3",34.5,21,"No",2023-11-30
"Segment_1",54.21,69,"Yes",2023-09-27
"Segment_1",32.28,36,"No",2023-07-24
"Segment_2",78.53,41,"No",2023-01-30
"Segment_2",65.41,33,"No",2023-08-19
"Segment_1",80.91,52,"Yes",2023-11-03
"Segment_3",62.51,60,"Yes",2023-12-29
"Segment_2",49.91,38,"No",2023-08-20
"Segment_3",69.19,68,"No",2023-12-11
"Segment_1",56.38,58,"No",2023-12-28
"Segment_2",62.74,65,"No",2023-11-03
"Segment_3",41.22,67,"Yes",2023-09-02
"Segment_3",41.69,29,"No",2023-12-06
"Segment_2",47.03,22,"No",2023-08-07
"Segment_2",76.91,53,"No",2023-07-15
"Segment_5",105.58,55,"No",2023-07-14
"Segment_3",54.66,47,"No",2023-09-18
"Segment_5",76.07,59,"No",2023-04-09
"Segment_1",15.81,50,"Yes",2023-03-23
"Segment_2",50.67,46,"No",2023-12-12
"Segment_2",54.13,69,"No",2023-10-06
"Segment_1",57.06,65,"Yes",2023-05-05
"Segment_1",66.66,60,"Yes",2023-12-07
"Segment_3",48.87,19,"Yes",2023-07-12
"Segment_4",38.32,23,"No",2023-06-04
"Segment_1",74.71,43,"No",2023-03-10
"Segment_1",61.46,42,"No",2023-04-08
"Segment_5",38.11,60,"No",2023-05-12
"Segment_2",59.16,58,"No",2023-04-29
"Segment_2",45.64,28,"No",2023-05-20
"Segment_2",84.88,55,"Yes",2023-09-25
"Segment_5",80.12,47,"Yes",2023-07-12
"Segment_5",12.39,58,"No",2023-02-14
"Segment_4",83.58,41,"No",2023-12-19
"Segment_1",47.69,35,"Yes",2023-12-31
"Segment_4",59.4,51,"No",2023-01-25
"Segment_5",58.21,60,"Yes",2023-01-25
"Segment_1",59.91,54,"Yes",2023-06-23
"Segment_1",73.21,66,"No",2023-07-02
"Segment_3",37.87,52,"Yes",2023-11-23
"Segment_3",83.69,23,"No",2023-12-24
"Segment_3",75.01,22,"No",2023-06-24
"Segment_2",91.15,36,"No",2023-02-04
"Segment_4",73.07,27,"No",2023-04-29
"Segment_3",61.72,27,"No",2023-02-08
"Segment_2",79.99,62,"Yes",2023-02-12
"Segment_5",73.22,62,"Yes",2023-02-05
"Segment_2",66.51,21,"No",2023-11-10
"Segment_3",38.06,19,"No",2023-05-18
"Segment_1",70.18,57,"No",2023-08-16
"Segment_5",35.77,56,"Yes",2023-08-11
"Segment_3",70.86,36,"Yes",2023-08-08
"Segment_1",69.45,56,"No",2023-09-21
"Segment_4",60.19,56,"Yes",2023-01-29
"Segment_4",43.33,66,"No",2023-08-31
"Segment_5",48.2,49,"No",2023-11-17
"Segment_4",85.19,20,"Yes",2023-06-16
"Segment_2",48.86,63,"No",2023-11-25
"Segment_2",72.06,64,"Yes",2023-03-02
"Segment_1",48.28,42,"No",2023-07-08
"Segment_4",58.44,49,"No",2023-11-13
"Segment_1",63.63,22,"No",2023-05-07
"Segment_2",64.11,22,"No",2023-07-29
"Segment_2",24.74,19,"No",2023-01-18
"Segment_2",74.05,45,"No",2023-08-16
"Segment_2",76.89,30,"Yes",2023-01-13
"Segment_1",50.38,58,"Yes",2023-02-14
"Segment_2",42.4,68,"No",2023-09-06
"Segment_2",57.35,56,"No",2023-01-22
"Segment_5",76.18,41,"No",2023-04-12
"Segment_2",48.71,19,"No",2023-11-20
"Segment_3",60.61,50,"No",2023-09-03
"Segment_5",44.44,36,"No",2023-03-15
"Segment_2",72.59,37,"Yes",2023-05-24
"Segment_4",45.3,63,"No",2023-02-21
"Segment_5",69.38,48,"Yes",2023-09-20
"Segment_4",59.85,46,"Yes",2023-03-21
"Segment_1",37.97,30,"No",2023-08-18
"Segment_2",64.2,59,"No",2023-07-19
"Segment_2",55.01,26,"No",2023-11-15
"Segment_4",88.3,30,"No",2023-01-11
"Segment_4",55.58,63,"Yes",2023-03-20
"Segment_5",42.87,29,"No",2023-01-20
"Segment_1",103.9,47,"No",2023-05-04
"Segment_2",52.69,52,"Yes",2023-10-24
"Segment_3",80.21,33,"No",2023-07-21
"Segment_2",47.03,61,"No",2023-10-09
"Segment_5",62.97,52,"No",2023-02-13
"Segment_2",48.44,31,"Yes",2023-08-21
"Segment_1",46.71,44,"No",2023-11-22
"Segment_5",65.92,53,"Yes",2023-06-06
"Segment_5",64.57,24,"No",2023-04-27
"Segment_4",49.52,18,"No",2023-03-18
"Segment_4",61.86,53,"Yes",2023-09-13
"Segment_4",54.89,47,"Yes",2023-09-12
"Segment_4",65.35,20,"Yes",2023-05-20
"Segment_1",62.71,41,"Yes",2023-11-30
"Segment_4",51.95,56,"No",2023-06-23
"Segment_5",82.24,64,"No",2023-12-19
"Segment_4",71.49,31,"No",2023-12-02
"Segment_5",77.75,46,"Yes",2023-10-12
"Segment_3",57.57,19,"Yes",2023-07-15
"Segment_2",53.98,66,"Yes",2023-06-05
"Segment_4",79.78,63,"No",2023-03-13
"Segment_4",55.45,20,"No",2023-12-02
"Segment_3",45.46,19,"No",2023-06-05
"Segment_2",70.06,44,"Yes",2023-04-22
"Segment_3",59.74,43,"Yes",2023-06-26
"Segment_3",46.62,33,"Yes",2023-06-01
"Segment_5",48.29,57,"No",2023-12-06
"Segment_5",63.39,25,"Yes",2023-08-24
"Segment_4",39.48,45,"Yes",2023-11-02
"Segment_2",39.89,19,"Yes",2023-07-22
"Segment_2",59.4,35,"No",2023-03-16
"Segment_3",81.81,24,"No",2023-05-24
"Segment_5",80.01,64,"Yes",2023-02-22
"Segment_2",42.32,48,"No",2023-07-04
"Segment_2",50.24,37,"Yes",2023-05-05
"Segment_2",53.31,70,"Yes",2023-02-12
"Segment_2",52.04,64,"Yes",2023-07-28
"Segment_2",70.85,29,"No",2023-04-08
"Segment_1",40.29,62,"No",2023-08-27
"Segment_2",41.55,22,"No",2023-10-01
"Segment_1",49.46,27,"Yes",2023-04-11
"Segment_4",77.35,46,"No",2023-01-13
"Segment_1",64.31,21,"Yes",2023-11-07
"Segment_5",67.56,41,"Yes",2023-08-01
"Segment_1",63.53,53,"No",2023-09-11
"Segment_5",55.18,45,"No",2023-08-04
"Segment_4",76.26,59,"No",2023-04-17
"Segment_1",94.45,20,"No",2023-09-26
"Segment_1",57.89,50,"Yes",2023-02-03
"Segment_2",54.82,51,"No",2023-12-22
"Segment_4",66.38,30,"No",2023-04-25
"Segment_1",68.69,63,"No",2023-11-18
"Segment_1",59.26,36,"Yes",2023-04-11
"Segment_3",77.38,28,"Yes",2023-07-21
"Segment_2",64.1,25,"No",2023-03-30
"Segment_1",75.93,63,"Yes",2023-06-17
"Segment_2",96.14,56,"No",2023-06-22
"Segment_1",52.64,24,"Yes",2023-07-05
"Segment_4",58.72,33,"No",2023-11-12
"Segment_2",52.93,24,"No",2023-12-31
"Segment_2",51.7,39,"Yes",2023-11-10
"Segment_2",46.69,40,"No",2023-12-06
"Segment_2",59.95,59,"No",2023-02-21
"Segment_5",41.82,34,"No",2023-10-26
"Segment_2",33.31,24,"No",2023-06-19
"Segment_2",59.69,32,"No",2023-12-31
"Segment_4",46.67,59,"Yes",2023-06-27
"Segment_4",39.91,60,"No",2023-02-06
"Segment_4",52.43,27,"Yes",2023-01-11
"Segment_5",50.26,19,"No",2023-10-05
"Segment_2",58.68,33,"No",2023-01-26
"Segment_4",37.78,43,"No",2023-04-18
"Segment_5",74.52,21,"Yes",2023-12-03
"Segment_2",53,53,"No",2023-08-14
"Segment_2",82.37,31,"Yes",2023-06-11
"Segment_4",88.85,56,"No",2023-12-03
"Segment_4",59.63,19,"Yes",2023-02-14
"Segment_1",61.53,52,"Yes",2023-05-26
"Segment_1",91.69,44,"Yes",2023-10-12
"Segment_2",47.68,52,"No",2023-09-10
"Segment_1",40.55,33,"No",2023-04-02
"Segment_1",86.11,48,"Yes",2023-11-03
"Segment_2",37.09,29,"Yes",2023-07-04
"Segment_2",50,19,"Yes",2023-12-03
"Segment_2",49.29,40,"No",2023-09-04
"Segment_3",50.43,65,"Yes",2023-03-01
"Segment_3",50.98,48,"No",2023-06-07
"Segment_4",81.55,66,"No",2023-02-19
"Segment_3",66.43,45,"No",2023-03-01
"Segment_4",43.14,69,"Yes",2023-08-25
"Segment_2",62.71,69,"No",2023-12-13
"Segment_3",41.09,37,"No",2023-12-30
"Segment_5",64.68,22,"Yes",2023-02-04
"Segment_2",47.58,50,"No",2023-08-28
"Segment_1",49.39,52,"No",2023-10-22
"Segment_2",27.14,59,"No",2023-02-01
"Segment_1",46.75,32,"No",2023-02-17
"Segment_3",36.25,47,"No",2023-08-21
"Segment_4",46.95,18,"Yes",2023-03-14
"Segment_2",62.14,35,"Yes",2023-03-22
"Segment_3",65.94,26,"Yes",2023-11-18
"Segment_5",49.27,63,"No",2023-09-16
"Segment_4",36.66,64,"No",2023-08-01
"Segment_4",70.92,59,"No",2023-05-26
"Segment_1",63.66,64,"Yes",2023-02-04
"Segment_2",74.99,60,"No",2023-12-26
"Segment_5",58.31,37,"Yes",2023-07-27
"Segment_3",60.59,60,"Yes",2023-12-31
"Segment_5",55.92,36,"Yes",2023-08-11
"Segment_4",94.25,28,"Yes",2023-11-25
"Segment_5",56.27,42,"Yes",2023-02-18
"Segment_4",44.03,56,"Yes",2023-06-29
"Segment_1",69.52,63,"Yes",2023-03-08
"Segment_3",89.76,60,"No",2023-04-05
"Segment_3",34.16,22,"Yes",2023-01-10
"Segment_4",77.65,29,"Yes",2023-05-12
"Segment_1",58.58,47,"No",2023-06-01
"Segment_4",56.53,36,"No",2023-09-01
"Segment_1",57.01,23,"No",2023-10-16
"Segment_1",5.68,64,"Yes",2023-05-16
"Segment_5",84.75,40,"No",2023-05-06
"Segment_2",76.03,33,"Yes",2023-04-30
"Segment_3",64.07,48,"Yes",2023-01-25
"Segment_3",67.83,22,"Yes",2023-07-23
"Segment_1",32.38,31,"Yes",2023-09-02
"Segment_4",51.62,54,"No",2023-02-19
"Segment_4",49.64,49,"No",2023-01-06
"Segment_4",57.99,69,"No",2023-10-29
"Segment_2",63.92,66,"Yes",2023-07-14
"Segment_2",47.01,21,"No",2023-02-24
"Segment_1",73.31,28,"No",2023-12-12
"Segment_1",65.34,68,"Yes",2023-10-30
"Segment_5",64.19,38,"Yes",2023-04-10
"Segment_4",79.54,21,"No",2023-07-01
"Segment_3",57.24,23,"Yes",2023-04-02
"Segment_1",58.64,59,"Yes",2023-11-17
"Segment_4",41.93,18,"Yes",2023-02-02
"Segment_5",51.54,22,"No",2023-03-02
"Segment_1",58.01,57,"No",2023-12-08
"Segment_3",65.02,25,"No",2023-02-01
"Segment_4",42.48,56,"Yes",2023-01-20
"Segment_2",70.53,45,"Yes",2023-09-02
"Segment_2",68.92,38,"Yes",2023-06-25
"Segment_4",43.93,37,"No",2023-10-24
"Segment_1",56.61,39,"No",2023-10-11
"Segment_4",68.97,61,"No",2023-12-07
"Segment_2",54.83,36,"No",2023-01-16
"Segment_5",65.83,25,"No",2023-12-27
"Segment_2",60.07,23,"No",2023-06-21
"Segment_2",41.23,68,"No",2023-12-05
"Segment_5",49.76,26,"Yes",2023-10-31
"Segment_2",73.6,48,"No",2023-06-20
"Segment_4",77.78,61,"Yes",2023-08-05
"Segment_1",30.12,39,"No",2023-04-13
"Segment_3",90.12,62,"No",2023-09-15
"Segment_3",63.26,31,"No",2023-05-27
"Segment_2",61.29,58,"No",2023-10-21
"Segment_3",74.18,31,"No",2023-12-24
"Segment_5",65.77,32,"No",2023-11-12
"Segment_1",70.83,30,"Yes",2023-11-16
"Segment_4",69.9,31,"No",2023-03-20
"Segment_3",57.58,65,"Yes",2023-01-06
"Segment_3",60.12,61,"No",2023-05-14
"Segment_2",74.72,33,"Yes",2023-05-03
"Segment_4",59.2,26,"No",2023-02-07
"Segment_4",57.28,58,"Yes",2023-03-17
"Segment_1",61.35,19,"Yes",2023-08-18
"Segment_2",62.73,47,"Yes",2023-11-10
"Segment_4",63.98,59,"No",2023-04-29
"Segment_1",50.54,45,"Yes",2023-09-08
"Segment_1",59.83,38,"Yes",2023-03-27
"Segment_2",52.45,53,"No",2023-08-21
"Segment_3",34.44,49,"No",2023-07-13
"Segment_5",61.53,44,"Yes",2023-03-07
"Segment_3",74.46,60,"No",2023-05-20
"Segment_2",49.22,18,"No",2023-01-20
"Segment_5",73.11,33,"No",2023-11-12
"Segment_5",51.27,55,"No",2023-10-28
"Segment_2",76.5,46,"No",2023-07-17
"Segment_4",55.49,57,"No",2023-01-22
"Segment_4",50.1,46,"Yes",2023-06-04
"Segment_1",75.75,22,"No",2023-02-07
"Segment_2",44.56,21,"Yes",2023-07-22
"Segment_1",43.39,23,"No",2023-03-15
"Segment_5",56.79,39,"Yes",2023-04-15
"Segment_3",45.81,40,"Yes",2023-11-03
"Segment_1",72.78,24,"No",2023-04-15
"Segment_5",56.24,35,"Yes",2023-12-05
"Segment_1",27.87,55,"No",2023-06-08
"Segment_3",65.19,51,"No",2023-08-31
"Segment_1",55.05,37,"No",2023-04-01
"Segment_2",49.43,61,"Yes",2023-11-26
"Segment_2",63.74,51,"No",2023-05-08
"Segment_2",74.14,46,"No",2023-04-02
"Segment_4",73.78,42,"No",2023-07-20
"Segment_1",57.97,49,"No",2023-06-07
"Segment_4",70.65,44,"No",2023-09-20
"Segment_1",49.29,21,"No",2023-01-07
"Segment_1",41.68,47,"Yes",2023-05-29
"Segment_3",81.48,29,"No",2023-09-15
"Segment_4",79.62,61,"No",2023-04-19
"Segment_3",57.63,66,"No",2023-01-12
"Segment_3",78.9,32,"No",2023-05-30
"Segment_4",67.46,69,"No",2023-01-04
"Segment_1",82.84,47,"No",2023-12-29
"Segment_2",59.45,24,"Yes",2023-09-27
"Segment_1",63.97,70,"Yes",2023-03-29
"Segment_4",62.5,61,"No",2023-05-18
"Segment_1",63.56,45,"No",2023-08-21
"Segment_4",78.88,32,"No",2023-05-10
"Segment_4",32.67,30,"No",2023-05-21
"Segment_4",85.95,47,"No",2023-12-01
"Segment_5",41.06,69,"Yes",2023-08-30
"Segment_3",52.97,21,"No",2023-04-26
"Segment_3",59.39,41,"No",2023-06-26
"Segment_4",45.83,68,"Yes",2023-09-25
"Segment_4",74.68,37,"Yes",2023-04-28
"Segment_1",64.6,53,"No",2023-03-19
"Segment_3",55.14,59,"No",2023-01-21
"Segment_1",50.95,60,"Yes",2023-11-10
"Segment_1",62.7,38,"Yes",2023-06-15
"Segment_4",62.63,34,"No",2023-09-13
"Segment_5",78.1,26,"No",2023-08-20
"Segment_3",96.67,18,"No",2023-10-20
"Segment_1",78.1,31,"No",2023-01-06
"Segment_5",83.93,19,"No",2023-12-01
"Segment_1",25.51,66,"Yes",2023-05-23
"Segment_5",58.93,44,"No",2023-03-23
"Segment_1",56.91,64,"No",2023-02-15
"Segment_2",79.41,39,"No",2023-05-27
"Segment_5",77,57,"Yes",2023-11-18
"Segment_1",64.09,24,"Yes",2023-05-22
"Segment_5",32.08,46,"No",2023-07-21
"Segment_1",71.13,50,"No",2023-06-29
"Segment_4",55.22,52,"No",2023-04-03
"Segment_4",71.29,60,"Yes",2023-01-07
"Segment_4",39.13,68,"No",2023-07-26
"Segment_5",50.52,24,"Yes",2023-04-04
"Segment_2",54.84,36,"No",2023-05-04
"Segment_2",58.81,39,"No",2023-02-27
"Segment_5",44.02,47,"No",2023-09-04
"Segment_3",28.42,38,"Yes",2023-12-18
"Segment_5",48.33,47,"Yes",2023-08-21
"Segment_5",52.01,68,"Yes",2023-12-09
"Segment_5",52.58,69,"No",2023-09-10
"Segment_1",73.97,66,"No",2023-08-19
"Segment_2",53.59,41,"Yes",2023-12-14
"Segment_2",54.63,70,"Yes",2023-03-26
"Segment_1",46.89,47,"No",2023-09-06
"Segment_3",68.68,45,"No",2023-06-15
"Segment_4",44.96,48,"No",2023-10-02
"Segment_2",67.35,36,"No",2023-12-28
"Segment_2",75.75,51,"No",2023-12-05
"Segment_3",74.16,52,"Yes",2023-04-24
"Segment_5",51.06,23,"Yes",2023-07-19
"Segment_3",76.25,19,"No",2023-01-14
"Segment_5",29.78,50,"Yes",2023-07-22
"Segment_3",63.4,48,"Yes",2023-05-13
"Segment_4",89.2,36,"No",2023-03-04
"Segment_5",70.09,54,"No",2023-02-10
"Segment_3",62.1,59,"Yes",2023-11-20
"Segment_2",52.36,26,"No",2023-09-09
"Segment_1",59.49,68,"No",2023-05-07
"Segment_4",93.96,38,"Yes",2023-04-16
"Segment_4",75.68,27,"Yes",2023-01-04
"Segment_3",73.15,46,"Yes",2023-04-30
"Segment_4",81.84,28,"No",2023-11-17
"Segment_1",36.48,38,"No",2023-09-30
"Segment_5",56.49,27,"Yes",2023-09-11
"Segment_5",43.09,30,"No",2023-11-27
"Segment_1",55.44,35,"Yes",2023-06-20
"Segment_4",53.92,66,"Yes",2023-07-13
"Segment_2",75.23,50,"No",2023-09-11
"Segment_3",60.39,62,"Yes",2023-04-11
"Segment_1",42.75,30,"No",2023-05-09
"Segment_5",41.9,60,"Yes",2023-11-01
"Segment_2",43.38,69,"Yes",2023-04-02
"Segment_2",51.16,33,"Yes",2023-08-31
"Segment_4",75.83,67,"Yes",2023-12-05
"Segment_4",54.44,26,"No",2023-10-09
"Segment_2",62.36,39,"No",2023-03-14
"Segment_2",45.18,32,"No",2023-11-18
"Segment_4",64.52,49,"No",2023-05-24
"Segment_5",37.92,24,"No",2023-11-20
"Segment_3",60.35,49,"Yes",2023-08-07
"Segment_4",79.53,38,"No",2023-06-01
"Segment_2",46.28,34,"Yes",2023-12-15
"Segment_3",63.16,64,"No",2023-12-16
"Segment_1",30,40,"No",2023-10-31
"Segment_2",68.23,29,"Yes",2023-03-18
"Segment_5",70.63,32,"No",2023-02-15
"Segment_4",75.18,24,"No",2023-12-27
"Segment_3",67.98,54,"Yes",2023-05-31
"Segment_2",91.51,69,"Yes",2023-07-14
"Segment_5",63.6,67,"No",2023-04-18
"Segment_1",59.29,33,"Yes",2023-12-21
"Segment_1",53.42,51,"No",2023-11-10
"Segment_1",58.92,29,"Yes",2023-04-07
"Segment_3",67.79,54,"Yes",2023-05-21
"Segment_2",68.68,61,"No",2023-11-15
"Segment_1",56.43,20,"Yes",2023-06-28
"Segment_2",25.83,68,"Yes",2023-07-28
"Segment_4",60.73,33,"Yes",2023-11-09
"Segment_1",69.56,26,"No",2023-01-15
"Segment_4",36.19,48,"Yes",2023-10-05
"Segment_5",63.13,31,"No",2023-10-01
"Segment_3",42.43,46,"No",2023-05-16
"Segment_2",57.53,30,"Yes",2023-07-31
"Segment_5",49.24,68,"No",2023-05-08
"Segment_5",60.7,20,"No",2023-08-08
"Segment_3",68.54,55,"Yes",2023-02-03
"Segment_2",51.06,38,"No",2023-06-28
"Segment_1",74.64,43,"Yes",2023-04-16
"Segment_3",72.74,35,"No",2023-12-26
"Segment_2",79.95,20,"Yes",2023-01-09
"Segment_1",46.66,20,"No",2023-06-27
"Segment_1",46.95,42,"No",2023-08-23
"Segment_4",78.27,37,"No",2023-08-04
"Segment_3",57.23,25,"No",2023-07-01
"Segment_2",57.32,54,"No",2023-11-09
"Segment_3",50.17,30,"No",2023-04-10
"Segment_4",56.51,50,"No",2023-05-01
"Segment_2",56.32,37,"Yes",2023-08-20
"Segment_4",52.53,47,"No",2023-04-24
"Segment_1",59.29,65,"No",2023-03-24
"Segment_5",68.33,42,"Yes",2023-03-07
"Segment_3",71.81,33,"No",2023-04-17
"Segment_3",80.5,34,"No",2023-04-16
"Segment_4",45.27,32,"No",2023-05-08
"Segment_1",62.48,67,"No",2023-02-07
"Segment_5",80.27,34,"No",2023-07-11
"Segment_3",49.79,22,"No",2023-07-06
"Segment_1",72.94,58,"No",2023-11-18
"Segment_3",36.31,63,"No",2023-07-14
"Segment_1",65.97,62,"No",2023-05-21
"Segment_1",50.55,40,"Yes",2023-05-30
"Segment_3",47.31,32,"Yes",2023-05-16
"Segment_3",71.01,28,"No",2023-09-19
"Segment_3",54.97,46,"No",2023-11-11
"Segment_4",44.77,58,"No",2023-05-01
"Segment_4",56.52,53,"No",2023-05-08
"Segment_4",47.17,37,"No",2023-10-11
"Segment_1",30.17,66,"No",2023-09-24
"Segment_1",74.9,51,"Yes",2023-10-26
"Segment_3",58.54,56,"No",2023-11-30
"Segment_1",40.22,18,"Yes",2023-10-29
"Segment_2",51.02,69,"Yes",2023-09-10
"Segment_3",72.63,33,"Yes",2023-09-07
"Segment_1",56.4,53,"No",2023-09-18
"Segment_5",91.75,34,"Yes",2023-10-07
"Segment_3",57.43,66,"Yes",2023-06-26
"Segment_5",72.18,47,"No",2023-02-23
"Segment_2",79.68,20,"No",2023-03-30
"Segment_1",11.25,42,"Yes",2023-11-15
"Segment_1",74.29,63,"No",2023-09-06
"Segment_2",44.26,68,"Yes",2023-12-20
"Segment_3",47.06,22,"No",2023-07-20
"Segment_4",63.21,23,"No",2023-02-01
"Segment_5",75.91,63,"Yes",2023-09-25
"Segment_3",33.81,30,"No",2023-04-22
"Segment_3",77.6,63,"No",2023-02-02
"Segment_2",39.62,28,"No",2023-09-05
"Segment_1",42.84,68,"No",2023-07-10
"Segment_1",76.53,24,"Yes",2023-06-11
"Segment_5",51.59,56,"No",2023-12-27
"Segment_4",71.81,60,"No",2023-02-04
"Segment_2",74.78,36,"No",2023-04-24
"Segment_5",76.85,27,"No",2023-09-10
"Segment_1",55.08,35,"Yes",2023-04-19
"Segment_5",65.36,34,"Yes",2023-10-05
"Segment_5",60.07,55,"Yes",2023-11-25
"Segment_3",71.96,42,"Yes",2023-11-07
"Segment_2",57.77,26,"No",2023-03-11
"Segment_5",89.05,45,"Yes",2023-01-06
"Segment_3",84.47,20,"Yes",2023-01-13
"Segment_4",77.5,52,"No",2023-12-07
"Segment_2",78.49,50,"Yes",2023-11-01
"Segment_5",94.41,55,"No",2023-06-25
"Segment_4",65.04,58,"Yes",2023-01-28
"Segment_2",51.74,31,"Yes",2023-10-25
"Segment_2",39.59,55,"Yes",2023-10-25
"Segment_4",70.07,52,"No",2023-12-28
"Segment_1",57.46,68,"No",2023-02-12
"Segment_2",61.88,66,"No",2023-12-23
"Segment_4",65.51,70,"No",2023-06-05
"Segment_4",46.25,27,"Yes",2023-02-17
"Segment_5",67.23,27,"Yes",2023-04-08
"Segment_2",57.17,21,"Yes",2023-09-14
"Segment_3",75.21,41,"No",2023-03-15
"Segment_2",63.88,70,"Yes",2023-03-24
"Segment_3",55.33,43,"No",2023-07-12
"Segment_4",60.93,38,"No",2023-07-21
"Segment_2",78.07,29,"Yes",2023-11-22
"Segment_4",52.74,44,"Yes",2023-01-19
"Segment_2",69.01,27,"Yes",2023-10-24
"Segment_2",50.39,52,"No",2023-07-14
"Segment_4",95.87,66,"No",2023-03-12
"Segment_2",77.46,67,"No",2023-12-11
"Segment_1",55.98,32,"No",2023-07-18
"Segment_3",75.73,54,"No",2023-07-04
"Segment_2",47.08,69,"No",2023-05-03
"Segment_2",69.72,65,"No",2023-01-01
"Segment_3",29.51,29,"Yes",2023-07-10
"Segment_3",44.26,49,"No",2023-08-31
"Segment_2",67.08,67,"No",2023-08-12
"Segment_2",89.11,69,"No",2023-05-16
"Segment_1",75.72,52,"Yes",2023-11-20
"Segment_4",64.32,33,"Yes",2023-02-19
"Segment_5",72.99,30,"No",2023-08-13
"Segment_1",46.29,23,"Yes",2023-12-28
"Segment_1",68.85,58,"No",2023-09-28
"Segment_1",11.75,24,"No",2023-06-26
"Segment_4",67.71,51,"Yes",2023-06-11
"Segment_2",61.96,20,"Yes",2023-10-29
"Segment_2",59.55,45,"Yes",2023-01-26
"Segment_4",53.56,57,"Yes",2023-11-16
"Segment_4",55.93,38,"No",2023-07-11
"Segment_5",67.86,62,"No",2023-03-19
"Segment_4",32.58,61,"No",2023-06-03
"Segment_3",55.85,67,"Yes",2023-07-18
"Segment_1",71.6,35,"Yes",2023-01-21
"Segment_2",41.37,34,"Yes",2023-04-27
"Segment_5",47.73,61,"No",2023-12-31
"Segment_4",63.61,58,"Yes",2023-07-15
"Segment_3",47.24,32,"Yes",2023-03-12
"Segment_1",53.11,64,"Yes",2023-01-19
"Segment_5",58.4,50,"No",2023-08-01
"Segment_4",62.43,25,"Yes",2023-04-14
"Segment_3",42.59,55,"Yes",2023-09-09
"Segment_3",59.91,66,"No",2023-04-08
"Segment_1",60.07,63,"Yes",2023-12-19
"Segment_5",56.67,36,"No",2023-04-05
"Segment_5",81.93,59,"No",2023-09-25
"Segment_2",57.92,20,"Yes",2023-05-18
"Segment_5",58.49,67,"No",2023-02-04
"Segment_3",73.5,49,"Yes",2023-09-11
"Segment_2",66.98,68,"No",2023-05-08
"Segment_2",88.88,58,"No",2023-04-22
"Segment_4",57.75,59,"No",2023-09-11
"Segment_4",40.14,33,"Yes",2023-01-21
"Segment_3",38.01,60,"Yes",2023-03-28
"Segment_2",65.31,60,"No",2023-08-25
"Segment_4",85.66,67,"Yes",2023-07-20
"Segment_1",43.72,58,"Yes",2023-03-14
"Segment_5",56.46,21,"No",2023-10-04
"Segment_2",56.86,51,"No",2023-11-07
"Segment_2",78.25,63,"Yes",2023-09-21
"Segment_4",44.42,68,"No",2023-05-21
"Segment_1",89.38,54,"Yes",2023-03-24
"Segment_3",44.05,43,"Yes",2023-07-11
"Segment_5",50.67,26,"No",2023-03-26
"Segment_4",53.8,70,"Yes",2023-04-01
"Segment_5",74.49,23,"No",2023-09-08
"Segment_2",56.11,45,"No",2023-06-02
"Segment_4",32.76,65,"No",2023-03-28
"Segment_1",77.7,22,"No",2023-10-12
"Segment_3",60.29,58,"No",2023-03-06
"Segment_2",69.08,19,"Yes",2023-11-27
"Segment_3",81.17,39,"No",2023-02-27
"Segment_1",55.87,25,"Yes",2023-10-22
"Segment_2",40.95,23,"No",2023-09-22
"Segment_3",31.51,64,"No",2023-06-08
"Segment_2",55.55,34,"Yes",2023-08-18
"Segment_3",42.64,65,"Yes",2023-08-14
"Segment_1",65.35,24,"No",2023-06-18
